surfaceName	patchColor	patchColorName	patchLocation	tableColor	tableColorName	glossiness	roughness	floorName	floorPattern	whichImage	lightPower	coneImageDir	imageRes
con5	1	blue	center	20	g	0.02	0	bb	2	left	7	coneImages	800'
con5	1	blue	center	20	g	0.02	0	bb	2	right	7	coneImages	800'
con6	1	blue	top	20	g	0.02	0	bb	2	left	7	coneImages	800'
con6	1	blue	top	20	g	0.02	0	bb	2	right	7	coneImages	800'
con11	1	blue	center	20	g	0	0	bb	2	left	7	coneImages	800'
con11	1	blue	center	20	g	0	0	bb	2	right	7	coneImages	800'
con12	1	blue	top	20	g	0	0	bb	2	left	7	coneImages	800'
con12	1	blue	top	20	g	0	0	bb	2	right	7	coneImages	800'
